segment_file,video_id,segment_index,start_sec,end_sec,speaker,party,constituency,native_city,native_county,native_province,clip_name,clip_type,extra_info,valid_times,dataset,segment_file_resolved,latitude,longitude
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_wg3FPNXO2YE_001.wav,wg3FPNXO2YE,1,2,32,Sorcha Eastwood,Alliance,Lagan Valley,Listburn,Antrim,Ulster,Starmer's glib response to Eastwood on failing Northern Irish system of government,parliament,,0.02-0.44,NI,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_wg3FPNXO2YE_001.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_wg3FPNXO2YE_002.wav,wg3FPNXO2YE,2,32,44,Sorcha Eastwood,Alliance,Lagan Valley,Listburn,Antrim,Ulster,Starmer's glib response to Eastwood on failing Northern Irish system of government,parliament,,0.02-0.44,NI,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_wg3FPNXO2YE_002.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_001.wav,poptU0ZkL9o,1,0,30,Sorcha Eastwood,Alliance,Lagan Valley,Listburn,Antrim,Ulster,Sorcha Eastwood opens up about husband's battle with rare form of blood cancer,street interview,,0.00-5.50,NI,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_001.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_002.wav,poptU0ZkL9o,2,30,60,Sorcha Eastwood,Alliance,Lagan Valley,Listburn,Antrim,Ulster,Sorcha Eastwood opens up about husband's battle with rare form of blood cancer,street interview,,0.00-5.50,NI,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_002.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_003.wav,poptU0ZkL9o,3,60,90,Sorcha Eastwood,Alliance,Lagan Valley,Listburn,Antrim,Ulster,Sorcha Eastwood opens up about husband's battle with rare form of blood cancer,street interview,,0.00-5.50,NI,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_003.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_004.wav,poptU0ZkL9o,4,90,120,Sorcha Eastwood,Alliance,Lagan Valley,Listburn,Antrim,Ulster,Sorcha Eastwood opens up about husband's battle with rare form of blood cancer,street interview,,0.00-5.50,NI,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_004.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_005.wav,poptU0ZkL9o,5,120,150,Sorcha Eastwood,Alliance,Lagan Valley,Listburn,Antrim,Ulster,Sorcha Eastwood opens up about husband's battle with rare form of blood cancer,street interview,,0.00-5.50,NI,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_005.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_006.wav,poptU0ZkL9o,6,150,180,Sorcha Eastwood,Alliance,Lagan Valley,Listburn,Antrim,Ulster,Sorcha Eastwood opens up about husband's battle with rare form of blood cancer,street interview,,0.00-5.50,NI,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_006.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_007.wav,poptU0ZkL9o,7,180,210,Sorcha Eastwood,Alliance,Lagan Valley,Listburn,Antrim,Ulster,Sorcha Eastwood opens up about husband's battle with rare form of blood cancer,street interview,,0.00-5.50,NI,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_007.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_008.wav,poptU0ZkL9o,8,210,240,Sorcha Eastwood,Alliance,Lagan Valley,Listburn,Antrim,Ulster,Sorcha Eastwood opens up about husband's battle with rare form of blood cancer,street interview,,0.00-5.50,NI,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_008.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_009.wav,poptU0ZkL9o,9,240,270,Sorcha Eastwood,Alliance,Lagan Valley,Listburn,Antrim,Ulster,Sorcha Eastwood opens up about husband's battle with rare form of blood cancer,street interview,,0.00-5.50,NI,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_009.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_010.wav,poptU0ZkL9o,10,270,300,Sorcha Eastwood,Alliance,Lagan Valley,Listburn,Antrim,Ulster,Sorcha Eastwood opens up about husband's battle with rare form of blood cancer,street interview,,0.00-5.50,NI,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_010.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_011.wav,poptU0ZkL9o,11,300,330,Sorcha Eastwood,Alliance,Lagan Valley,Listburn,Antrim,Ulster,Sorcha Eastwood opens up about husband's battle with rare form of blood cancer,street interview,,0.00-5.50,NI,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_011.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_012.wav,poptU0ZkL9o,12,330,350,Sorcha Eastwood,Alliance,Lagan Valley,Listburn,Antrim,Ulster,Sorcha Eastwood opens up about husband's battle with rare form of blood cancer,street interview,,0.00-5.50,NI,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/NorthernIreland/ni_segments/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_012.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/s52vwZM55To_Deputy Bríd Smith - Leaders’ Questions - 11 Jun 20.wav,s52vwZM55To,1,30,60,brid smith,PBP-Solidarity,Dublin South-Central,Rathfarnam,Dublin South,Leinster,s52vwZM55To_Deputy Br√≠d Smith - Leaders‚Äô Questions - 11 Jun 20.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/s52vwZM55To_Deputy Bríd Smith - Leaders’ Questions - 11 Jun 20.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/P6ICLcu17f0_Deputy Bríd Smith - Government Business - 10 Jul 2.wav,P6ICLcu17f0,1,30,60,brid smith,PBP-Solidarity,Dublin South-Central,Rathfarnam,Dublin South,Leinster,P6ICLcu17f0_Deputy Br√≠d Smith - Government Business - 10 Jul 2.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/P6ICLcu17f0_Deputy Bríd Smith - Government Business - 10 Jul 2.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/SphzafMbjDE_Deputy Bríd Smith - Order of Business - 17 Sep 201.wav,SphzafMbjDE,1,30,60,brid smith,PBP-Solidarity,Dublin South-Central,Rathfarnam,Dublin South,Leinster,SphzafMbjDE_Deputy Br√≠d Smith - Order of Business - 17 Sep 201.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/SphzafMbjDE_Deputy Bríd Smith - Order of Business - 17 Sep 201.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/puDseuNiSVM_Deputy Bríd Smith - Other Questions - 05.03.2019.wav,puDseuNiSVM,1,30,60,brid smith,PBP-Solidarity,Dublin South-Central,Rathfarnam,Dublin South,Leinster,puDseuNiSVM_Deputy Br√≠d Smith - Other Questions - 05.03.2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/puDseuNiSVM_Deputy Bríd Smith - Other Questions - 05.03.2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/e4KX0YbMOdU_Deputy Catherine Byrne - Private Members’ Business.wav,e4KX0YbMOdU,1,30,60,catherine byrne,Fine Gael,Dublin South-Central,Bluebell,Dublin West,Leinster,e4KX0YbMOdU_Deputy Catherine Byrne - Private Members‚Äô Business.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/e4KX0YbMOdU_Deputy Catherine Byrne - Private Members’ Business.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/STNMnWiaS-Y_Deputy Catherine Martin - Order of Business - 12.0.wav,STNMnWiaS-Y,1,30,60,catherine martin,Green Party,Dublin Rathdown,Carricmacross,Monaghan,Ulster,STNMnWiaS-Y_Deputy Catherine Martin - Order of Business - 12.0.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/STNMnWiaS-Y_Deputy Catherine Martin - Order of Business - 12.0.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/5ZaEEGSr1RI_Deputy Catherine Martin - Government Business - 19.wav,5ZaEEGSr1RI,1,30,60,catherine martin,Green Party,Dublin Rathdown,Carricmacross,Monaghan,Ulster,5ZaEEGSr1RI_Deputy Catherine Martin - Government Business - 19.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/5ZaEEGSr1RI_Deputy Catherine Martin - Government Business - 19.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/XWtCIObcOYM_Deputy Catherine Martin - Private Members’ Busines.wav,XWtCIObcOYM,1,30,60,catherine martin,Green Party,Dublin Rathdown,Carricmacross,Monaghan,Ulster,XWtCIObcOYM_Deputy Catherine Martin - Private Members‚Äô Busines.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/XWtCIObcOYM_Deputy Catherine Martin - Private Members’ Busines.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/oRYkz-O1v-8_Deputy Catherine Martin - Topical Issues - 07.03.2.wav,oRYkz-O1v-8,1,30,60,catherine martin,Green Party,Dublin Rathdown,Carricmacross,Monaghan,Ulster,oRYkz-O1v-8_Deputy Catherine Martin - Topical Issues - 07.03.2.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/oRYkz-O1v-8_Deputy Catherine Martin - Topical Issues - 07.03.2.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/ppGNNzvoV7s_David P B  Norris - speech from  16 Apr 2019.wav,ppGNNzvoV7s,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,ppGNNzvoV7s_David P B  Norris - speech from  16 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/ppGNNzvoV7s_David P B  Norris - speech from  16 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/iZqsHzwvJ1w_David P B  Norris - speech from  10 Apr 2019.wav,iZqsHzwvJ1w,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,iZqsHzwvJ1w_David P B  Norris - speech from  10 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/iZqsHzwvJ1w_David P B  Norris - speech from  10 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/iuvGLcD9wPY_David P B  Norris - speech from  18 Apr 2019.wav,iuvGLcD9wPY,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,iuvGLcD9wPY_David P B  Norris - speech from  18 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/iuvGLcD9wPY_David P B  Norris - speech from  18 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/tmzcG3KbVxE_David P B  Norris - speech from  10 Apr 2019.wav,tmzcG3KbVxE,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,tmzcG3KbVxE_David P B  Norris - speech from  10 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/tmzcG3KbVxE_David P B  Norris - speech from  10 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/vY5XnwMlNfQ_David P B  Norris - speech from  10 Apr 2019.wav,vY5XnwMlNfQ,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,vY5XnwMlNfQ_David P B  Norris - speech from  10 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/vY5XnwMlNfQ_David P B  Norris - speech from  10 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/MS1gMaz_SOI_David P B  Norris - speech from  10 Apr 2019.wav,MS1gMaz_SOI,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,MS1gMaz_SOI_David P B  Norris - speech from  10 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/MS1gMaz_SOI_David P B  Norris - speech from  10 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/OK7tciFRBxw_David P B  Norris - speech from  17 Apr 2019.wav,OK7tciFRBxw,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,OK7tciFRBxw_David P B  Norris - speech from  17 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/OK7tciFRBxw_David P B  Norris - speech from  17 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/L15F_v5nSs8_David P B  Norris - speech from  09 Apr 2019.wav,L15F_v5nSs8,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,L15F_v5nSs8_David P B  Norris - speech from  09 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/L15F_v5nSs8_David P B  Norris - speech from  09 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/xxFRDsC-Uj4_David P B  Norris - speech from  10 Apr 2019.wav,xxFRDsC-Uj4,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,xxFRDsC-Uj4_David P B  Norris - speech from  10 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/xxFRDsC-Uj4_David P B  Norris - speech from  10 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/Yf9OCupRpnw_David P B  Norris - speech from  17 Apr 2019.wav,Yf9OCupRpnw,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,Yf9OCupRpnw_David P B  Norris - speech from  17 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/Yf9OCupRpnw_David P B  Norris - speech from  17 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/ByRp4T-pqjA_David P B  Norris - speech from  17 Apr 2019.wav,ByRp4T-pqjA,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,ByRp4T-pqjA_David P B  Norris - speech from  17 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/ByRp4T-pqjA_David P B  Norris - speech from  17 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/JAZKsNZLD5I_David P B  Norris  - speech from  16 Apr 2019.wav,JAZKsNZLD5I,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,JAZKsNZLD5I_David P B  Norris  - speech from  16 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/JAZKsNZLD5I_David P B  Norris  - speech from  16 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/sbmNTCX77FM_David P B  Norris  - speech from  16 Apr 2019.wav,sbmNTCX77FM,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,sbmNTCX77FM_David P B  Norris  - speech from  16 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/sbmNTCX77FM_David P B  Norris  - speech from  16 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/bONT51SY9Aw_David P B  Norris - speech from  10 Apr 2019.wav,bONT51SY9Aw,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,bONT51SY9Aw_David P B  Norris - speech from  10 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/bONT51SY9Aw_David P B  Norris - speech from  10 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/8M44THTe0JI_David P B  Norris - speech from  10 Apr 2019.wav,8M44THTe0JI,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,8M44THTe0JI_David P B  Norris - speech from  10 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/8M44THTe0JI_David P B  Norris - speech from  10 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/dhSEtIZSsCQ_David P B  Norris - speech from  10 Apr 2019.wav,dhSEtIZSsCQ,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,dhSEtIZSsCQ_David P B  Norris - speech from  10 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/dhSEtIZSsCQ_David P B  Norris - speech from  10 Apr 2019.wav,,
/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/u587Rpi5tsM_David P B  Norris - speech from  10 Apr 2019.wav,u587Rpi5tsM,1,30,60,david p b norris,Independent,,Léopoldville,Belgian Congo,Other,u587Rpi5tsM_David P B  Norris - speech from  10 Apr 2019.wav,parliament,,0.30-1.00,DAIL,/Users/cianan/Documents/College/GitHub/FYP/Prototype2/DailData/roi_audio_processed/u587Rpi5tsM_David P B  Norris - speech from  10 Apr 2019.wav,,
