segment_file,video_id,segment_index,start_sec,end_sec,speaker,party,constituency,native_city,native_county,native_province,clip_name,clip_type,extra_info,valid_times,dataset,segment_file_resolved
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_011.wav,Zjw54vT2uUs,11,650,680,Gavin Robinson,Democratic Unionist Party,Belfast East,Belfast City,Antrim,Ulster,Gavin Robinson addresses 2025 DUP Party Conference,party conference,,5.50-18.00,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_011.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_012.wav,Zjw54vT2uUs,12,680,710,Gavin Robinson,Democratic Unionist Party,Belfast East,Belfast City,Antrim,Ulster,Gavin Robinson addresses 2025 DUP Party Conference,party conference,,5.50-18.00,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_012.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_013.wav,Zjw54vT2uUs,13,710,740,Gavin Robinson,Democratic Unionist Party,Belfast East,Belfast City,Antrim,Ulster,Gavin Robinson addresses 2025 DUP Party Conference,party conference,,5.50-18.00,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_013.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_014.wav,Zjw54vT2uUs,14,740,770,Gavin Robinson,Democratic Unionist Party,Belfast East,Belfast City,Antrim,Ulster,Gavin Robinson addresses 2025 DUP Party Conference,party conference,,5.50-18.00,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_014.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_015.wav,Zjw54vT2uUs,15,770,800,Gavin Robinson,Democratic Unionist Party,Belfast East,Belfast City,Antrim,Ulster,Gavin Robinson addresses 2025 DUP Party Conference,party conference,,5.50-18.00,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_015.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_016.wav,Zjw54vT2uUs,16,800,830,Gavin Robinson,Democratic Unionist Party,Belfast East,Belfast City,Antrim,Ulster,Gavin Robinson addresses 2025 DUP Party Conference,party conference,,5.50-18.00,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_016.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_017.wav,Zjw54vT2uUs,17,830,860,Gavin Robinson,Democratic Unionist Party,Belfast East,Belfast City,Antrim,Ulster,Gavin Robinson addresses 2025 DUP Party Conference,party conference,,5.50-18.00,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_017.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_018.wav,Zjw54vT2uUs,18,860,890,Gavin Robinson,Democratic Unionist Party,Belfast East,Belfast City,Antrim,Ulster,Gavin Robinson addresses 2025 DUP Party Conference,party conference,,5.50-18.00,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_018.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_019.wav,Zjw54vT2uUs,19,890,920,Gavin Robinson,Democratic Unionist Party,Belfast East,Belfast City,Antrim,Ulster,Gavin Robinson addresses 2025 DUP Party Conference,party conference,,5.50-18.00,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_019.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_020.wav,Zjw54vT2uUs,20,920,950,Gavin Robinson,Democratic Unionist Party,Belfast East,Belfast City,Antrim,Ulster,Gavin Robinson addresses 2025 DUP Party Conference,party conference,,5.50-18.00,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_020.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_021.wav,Zjw54vT2uUs,21,950,980,Gavin Robinson,Democratic Unionist Party,Belfast East,Belfast City,Antrim,Ulster,Gavin Robinson addresses 2025 DUP Party Conference,party conference,,5.50-18.00,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_021.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_022.wav,Zjw54vT2uUs,22,980,1010,Gavin Robinson,Democratic Unionist Party,Belfast East,Belfast City,Antrim,Ulster,Gavin Robinson addresses 2025 DUP Party Conference,party conference,,5.50-18.00,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_022.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_023.wav,Zjw54vT2uUs,23,1010,1040,Gavin Robinson,Democratic Unionist Party,Belfast East,Belfast City,Antrim,Ulster,Gavin Robinson addresses 2025 DUP Party Conference,party conference,,5.50-18.00,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_023.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_024.wav,Zjw54vT2uUs,24,1040,1070,Gavin Robinson,Democratic Unionist Party,Belfast East,Belfast City,Antrim,Ulster,Gavin Robinson addresses 2025 DUP Party Conference,party conference,,5.50-18.00,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_024.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_025.wav,Zjw54vT2uUs,25,1070,1080,Gavin Robinson,Democratic Unionist Party,Belfast East,Belfast City,Antrim,Ulster,Gavin Robinson addresses 2025 DUP Party Conference,party conference,,5.50-18.00,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_Zjw54vT2uUs_025.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_rqGxoQM0xZw_001.wav,rqGxoQM0xZw,1,0,30,Gavin Robinson,Democratic Unionist Party,Belfast East,Belfast City,Antrim,Ulster,Gavin Robinson East Belfast Election 2015 Acceptance Speech,acceptance speech,,,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_rqGxoQM0xZw_001.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_rqGxoQM0xZw_002.wav,rqGxoQM0xZw,2,30,60,Gavin Robinson,Democratic Unionist Party,Belfast East,Belfast City,Antrim,Ulster,Gavin Robinson East Belfast Election 2015 Acceptance Speech,acceptance speech,,,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_rqGxoQM0xZw_002.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_rqGxoQM0xZw_003.wav,rqGxoQM0xZw,3,60,90,Gavin Robinson,Democratic Unionist Party,Belfast East,Belfast City,Antrim,Ulster,Gavin Robinson East Belfast Election 2015 Acceptance Speech,acceptance speech,,,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_rqGxoQM0xZw_003.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_rqGxoQM0xZw_004.wav,rqGxoQM0xZw,4,90,91,Gavin Robinson,Democratic Unionist Party,Belfast East,Belfast City,Antrim,Ulster,Gavin Robinson East Belfast Election 2015 Acceptance Speech,acceptance speech,,,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_rqGxoQM0xZw_004.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_eL4ZXzGW1gA_001.wav,eL4ZXzGW1gA,1,0,30,Gavin Robinson,Democratic Unionist Party,Belfast East,Belfast City,Antrim,Ulster,Gavin Robinson - Call for Minimum Sentences for Attacks on Older people,parliament,,,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_eL4ZXzGW1gA_001.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_eL4ZXzGW1gA_002.wav,eL4ZXzGW1gA,2,30,44,Gavin Robinson,Democratic Unionist Party,Belfast East,Belfast City,Antrim,Ulster,Gavin Robinson - Call for Minimum Sentences for Attacks on Older people,parliament,,,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_eL4ZXzGW1gA_002.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_7W4XMjpgbyU_001.wav,7W4XMjpgbyU,1,28,40,Gavin Robinson,Democratic Unionist Party,Belfast East,Belfast City,Antrim,Ulster,Gavin Robinson & Speaker have House of Commons laughing,parliament,,"0.28-0.40, 1.02-1.29, 1.35-2.45",NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_7W4XMjpgbyU_001.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_7W4XMjpgbyU_002.wav,7W4XMjpgbyU,2,62,89,Gavin Robinson,Democratic Unionist Party,Belfast East,Belfast City,Antrim,Ulster,Gavin Robinson & Speaker have House of Commons laughing,parliament,,"0.28-0.40, 1.02-1.29, 1.35-2.45",NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_7W4XMjpgbyU_002.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_7W4XMjpgbyU_003.wav,7W4XMjpgbyU,3,95,125,Gavin Robinson,Democratic Unionist Party,Belfast East,Belfast City,Antrim,Ulster,Gavin Robinson & Speaker have House of Commons laughing,parliament,,"0.28-0.40, 1.02-1.29, 1.35-2.45",NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_7W4XMjpgbyU_003.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_7W4XMjpgbyU_004.wav,7W4XMjpgbyU,4,125,155,Gavin Robinson,Democratic Unionist Party,Belfast East,Belfast City,Antrim,Ulster,Gavin Robinson & Speaker have House of Commons laughing,parliament,,"0.28-0.40, 1.02-1.29, 1.35-2.45",NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_7W4XMjpgbyU_004.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_7W4XMjpgbyU_005.wav,7W4XMjpgbyU,5,155,165,Gavin Robinson,Democratic Unionist Party,Belfast East,Belfast City,Antrim,Ulster,Gavin Robinson & Speaker have House of Commons laughing,parliament,,"0.28-0.40, 1.02-1.29, 1.35-2.45",NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/Gavin_Robinson_Democratic_Unionist_Party_Belfast_East_7W4XMjpgbyU_005.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_eMOtXQehpFc_001.wav,eMOtXQehpFc,1,0,30,John Finucane,Sinn Fein,Belfast North,Belfast City,Antrim,Ulster,John Finucane MP acceptance speech following historic election victory,acceptance speech,,,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_eMOtXQehpFc_001.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_eMOtXQehpFc_002.wav,eMOtXQehpFc,2,30,60,John Finucane,Sinn Fein,Belfast North,Belfast City,Antrim,Ulster,John Finucane MP acceptance speech following historic election victory,acceptance speech,,,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_eMOtXQehpFc_002.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_eMOtXQehpFc_003.wav,eMOtXQehpFc,3,60,90,John Finucane,Sinn Fein,Belfast North,Belfast City,Antrim,Ulster,John Finucane MP acceptance speech following historic election victory,acceptance speech,,,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_eMOtXQehpFc_003.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_eMOtXQehpFc_004.wav,eMOtXQehpFc,4,90,120,John Finucane,Sinn Fein,Belfast North,Belfast City,Antrim,Ulster,John Finucane MP acceptance speech following historic election victory,acceptance speech,,,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_eMOtXQehpFc_004.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_eMOtXQehpFc_005.wav,eMOtXQehpFc,5,120,150,John Finucane,Sinn Fein,Belfast North,Belfast City,Antrim,Ulster,John Finucane MP acceptance speech following historic election victory,acceptance speech,,,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_eMOtXQehpFc_005.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_eMOtXQehpFc_006.wav,eMOtXQehpFc,6,150,180,John Finucane,Sinn Fein,Belfast North,Belfast City,Antrim,Ulster,John Finucane MP acceptance speech following historic election victory,acceptance speech,,,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_eMOtXQehpFc_006.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_eMOtXQehpFc_007.wav,eMOtXQehpFc,7,180,210,John Finucane,Sinn Fein,Belfast North,Belfast City,Antrim,Ulster,John Finucane MP acceptance speech following historic election victory,acceptance speech,,,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_eMOtXQehpFc_007.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_eMOtXQehpFc_008.wav,eMOtXQehpFc,8,210,218,John Finucane,Sinn Fein,Belfast North,Belfast City,Antrim,Ulster,John Finucane MP acceptance speech following historic election victory,acceptance speech,,,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_eMOtXQehpFc_008.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_VqXuq2i5ChY_001.wav,VqXuq2i5ChY,1,0,30,John Finucane,Sinn Fein,Belfast North,Belfast City,Antrim,Ulster,John Finucane: 'Brexit will be a disaster for Ireland,party conference,,,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_VqXuq2i5ChY_001.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_VqXuq2i5ChY_002.wav,VqXuq2i5ChY,2,30,60,John Finucane,Sinn Fein,Belfast North,Belfast City,Antrim,Ulster,John Finucane: 'Brexit will be a disaster for Ireland,party conference,,,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_VqXuq2i5ChY_002.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_VqXuq2i5ChY_003.wav,VqXuq2i5ChY,3,60,90,John Finucane,Sinn Fein,Belfast North,Belfast City,Antrim,Ulster,John Finucane: 'Brexit will be a disaster for Ireland,party conference,,,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_VqXuq2i5ChY_003.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_VqXuq2i5ChY_004.wav,VqXuq2i5ChY,4,90,120,John Finucane,Sinn Fein,Belfast North,Belfast City,Antrim,Ulster,John Finucane: 'Brexit will be a disaster for Ireland,party conference,,,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_VqXuq2i5ChY_004.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_VqXuq2i5ChY_005.wav,VqXuq2i5ChY,5,120,150,John Finucane,Sinn Fein,Belfast North,Belfast City,Antrim,Ulster,John Finucane: 'Brexit will be a disaster for Ireland,party conference,,,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_VqXuq2i5ChY_005.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_VqXuq2i5ChY_006.wav,VqXuq2i5ChY,6,150,180,John Finucane,Sinn Fein,Belfast North,Belfast City,Antrim,Ulster,John Finucane: 'Brexit will be a disaster for Ireland,party conference,,,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_VqXuq2i5ChY_006.wav
/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_VqXuq2i5ChY_007.wav,VqXuq2i5ChY,7,180,210,John Finucane,Sinn Fein,Belfast North,Belfast City,Antrim,Ulster,John Finucane: 'Brexit will be a disaster for Ireland,party conference,,,NI,/Users/cianan/Documents/College/GitHub/FYP/Data/NorthernIreland/ni_segments/John_Finucane_Sinn_Fein_Belfast_North_VqXuq2i5ChY_007.wav
